geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
01139,-23.520559292203,-46.66629980234888,Sao Paulo,SP
01140,-23.52010865642941,-46.66950277500301,Sao Paulo,SP
01141,-23.521022171115465,-46.667535814186316,Sao Paulo,SP
01142,-23.51993430515264,-46.6251300217966,Sao Paulo,SP
01144,-23.523633701899385,-46.67239968789116,Sao Paulo,SP
01150,-23.532786436573087,-46.658459923150886,Sao Paulo,SP
01151,-23.531308582122403,-46.656689732496204,Sao Paulo,SP
01152,-23.53011043146301,-46.655797677544044,Sao Paulo,SP
01153,-23.531393742087573,-46.65251209386632,Sao Paulo,SP
01154,-23.53027086555545,-46.65936982055716,Sao Paulo,SP
01155,-23.529391971579162,-46.66284154315641,Sao Paulo,SP
01156,-23.52968273786237,-46.66510613992003,Sao Paulo,SP
01189,-23.53210825506378,-46.63839470107914,Sao Paulo,SP
01200,-23.531567773241413,-46.64986907784642,Sao Paulo,SP
01201,-23.536094768181353,-46.64976590706884,Sao Paulo,SP
01202,-23.533772555182345,-46.64819720266783,Sao Paulo,SP
01203,-23.535408892541994,-46.645723972796574,Sao Paulo,SP
01204,-23.536141937288576,-46.64399330441307,Sao Paulo,SP
01205,-23.53546316966787,-46.643450964542055,Sao Paulo,SP
01206,-23.535838659696864,-46.64284760081634,Sao Paulo,SP
01207,-23.53913992882636,-46.63867570977421,Sao Paulo,SP
01208,-23.538367078545242,-46.63879954633097,Sao Paulo,SP
01209,-23.540612661956292,-46.641347453493026,Sao Paulo,SP
01210,-23.53982022037583,-46.64183340358581,Sao Paulo,SP
01211,-23.53744597798801,-46.649102574587346,Sao Paulo,SP
01212,-23.538540318911434,-46.63935594349955,Sao Paulo,SP
01213,-23.536758588421268,-46.64064130343515,Sao Paulo,SP
01214,-23.53858459468149,-46.64484042858082,Sao Paulo,SP
01215,-23.536236260349227,-46.64762019602469,Sao Paulo,SP
01216,-23.53263053394003,-46.64699694085973,Sao Paulo,SP
01217,-23.532207906217486,-46.648509395381616,Sao Paulo,SP
01218,-23.530937627052918,-46.647780604683305,Sao Paulo,SP
01219,-23.541447067213483,-46.645544362213165,Sao Paulo,SP
01220,-23.544499798153137,-46.646104831718816,Sao Paulo,SP
01221,-23.544606506635503,-46.64817089240571,Sao Paulo,SP
01222,-23.545988762278032,-46.649524511123616,Sao Paulo,SP
01223,-23.54413938233547,-46.64891674152706,Sao Paulo,SP
01224,-23.541672681196363,-46.65237619658937,Sao Paulo,SP
01225,-23.539856577701215,-46.64917919353022,Sao Paulo,SP
01226,-23.5385494519309,-46.65291063474351,Sao Paulo,SP
01227,-23.54912803704004,-46.6596414166489,Sao Paulo,SP
01228,-23.54735418918535,-46.657820817126435,Sao Paulo,SP
01229,-23.53871217989392,-46.65723810820812,Sao Paulo,SP
01230,-23.536669097977796,-46.65761144150682,Sao Paulo,SP
01231,-23.537096648415883,-46.65926570143359,Sao Paulo,SP
01232,-23.536213693349556,-46.65809772109564,Sao Paulo,SP
01233,-23.53663114394438,-46.66182778463712,Sao Paulo,SP
01234,-23.539220182854773,-46.6641176622127,Sao Paulo,SP
01235,-23.537003186728093,-46.66489008549514,Sao Paulo,SP
01236,-23.54386498192979,-46.66750719706018,Sao Paulo,SP
01237,-23.543300511167462,-46.6687558682218,Sao Paulo,SP
01238,-23.542599692001517,-46.65445522299525,Sao Paulo,SP
01239,-23.545153425822598,-46.64317356287711,Sao Paulo,SP
01240,-23.54359936019768,-46.659049168013674,Sao Paulo,SP
01241,-23.545555732848044,-46.65765284919993,Sao Paulo,SP
01242,-23.54630628244333,-46.65901714990944,Sao Paulo,SP
01243,-23.54815152755637,-46.65935285678267,Sao Paulo,SP
01244,-23.563367165821422,-46.65943750475835,Sao Paulo,SP
01245,-23.549968175893667,-46.66368563589192,Sao Paulo,SP
01246,-23.553120462781344,-46.66584243925034,Sao Paulo,SP
01247,-23.55063807285042,-46.66865580450115,Sao Paulo,SP
01248,-23.54768470191586,-46.66813363551657,Sao Paulo,SP
01249,-23.54889166953278,-46.67176141023075,Sao Paulo,SP
01250,-23.54760836078643,-46.672007305951915,Sao Paulo,SP
01251,-23.548442854702696,-46.674923612206626,Sao Paulo,SP
01252,-23.541680529839347,-46.679704277654196,Sao Paulo,SP
01253,-23.54492912635292,-46.679164692087,Sao Paulo,SP
01254,-23.54388777568672,-46.68024841587811,Sao Paulo,SP
01255,-23.54657532453993,-46.681496934705436,Sao Paulo,SP
01256,-23.54769704274337,-46.68297314757341,São Paulo,SP
01257,-23.543706512487724,-46.68756203914493,Sao Paulo,SP
01258,-23.54403150243633,-46.686531973013096,Sao Paulo,SP
01259,-23.541254389496217,-46.68557134978741,Sao Paulo,SP
01262,-23.550856391462712,-46.67735184892536,Sao Paulo,SP
01290,-23.54096134139296,-46.657748702752585,São Paulo,SP
01301,-23.549633032959857,-46.65151484009199,Sao Paulo,SP
01302,-23.550250186398454,-46.65280613583013,Sao Paulo,SP
01303,-23.549321492348604,-46.648848759648295,Sao Paulo,SP
01304,-23.55406401792284,-46.65518056037356,Sao Paulo,SP
01305,-23.553058669808312,-46.653268424800615,Sao Paulo,SP
01306,-23.55449832551636,-46.6502354821214,Sao Paulo,SP
01307,-23.55228483621895,-46.653313892220474,Sao Paulo,SP
01308,-23.556069598242864,-46.65332742301926,Sao Paulo,SP
01309,-23.555257535271156,-46.65848354612539,Sao Paulo,SP
01310,-23.561329943210232,-46.65638465454749,Sao Paulo,SP
01311,-23.564554154458794,-46.652440262226605,Sao Paulo,SP
01312,-23.55473317458524,-46.64961654900895,Sao Paulo,SP
01313,-23.555822055843848,-46.65028190318238,Sao Paulo,SP
01314,-23.55309992176798,-46.64563162818801,Sao Paulo,SP
01315,-23.553616714461256,-46.64053575583769,Sao Paulo,SP
01316,-23.553061215274745,-46.63929764396129,Sao Paulo,SP
01317,-23.55822227112297,-46.641407980683994,Sao Paulo,SP
01318,-23.562257662877652,-46.6436841568686,Sao Paulo,SP
01319,-23.552163161960507,-46.640900037146736,Sao Paulo,SP
01320,-23.557851556542772,-46.639307743755936,Sao Paulo,SP
01321,-23.561857328043537,-46.641877138248525,Sao Paulo,SP
01322,-23.563263567756845,-46.643561893381495,Sao Paulo,SP
01323,-23.565679044541366,-46.64141383163772,Sao Paulo,SP
01324,-23.556285502845864,-46.64315959574335,Sao Paulo,SP
01325,-23.55725440990539,-46.64445512329093,Sao Paulo,SP
01326,-23.55686004744489,-46.645289576726036,Sao Paulo,SP
01327,-23.564204335687023,-46.645146397366986,Sao Paulo,SP
01328,-23.55637249949658,-46.64699330203809,Sao Paulo,SP
01329,-23.561452064197862,-46.64722094715724,Sao Paulo,SP
01330,-23.559165812556024,-46.64943517280505,Sao Paulo,SP
01331,-23.562456664519235,-46.650019822132165,Sao Paulo,SP
01332,-23.559686969008755,-46.652537651217074,Sao Paulo,SP
01333,-23.566348548726992,-46.64760622240209,Sao Paulo,SP
01401,-23.57675106551015,-46.6598071460299,Sao Paulo,SP
01402,-23.577515343845434,-46.66048578748153,Sao Paulo,SP
01403,-23.568979809928187,-46.65355168476891,Sao Paulo,SP
01404,-23.56894891405555,-46.65617810867677,Sao Paulo,SP
01405,-23.56504417336853,-46.655393719521264,Sao Paulo,SP
01406,-23.57416323435587,-46.669158282396246,Sao Paulo,SP
01407,-23.575975593053435,-46.671186599913604,Sao Paulo,SP
01408,-23.567381916355064,-46.66109421670541,Sao Paulo,SP
01409,-23.56290321393755,-46.65964665497069,Sao Paulo,SP
01410,-23.56395059226411,-46.66208479253637,Sao Paulo,SP
01411,-23.56460360685005,-46.66430656705065,Sao Paulo,SP
01412,-23.563643745218126,-46.66601818429094,Sao Paulo,SP
01413,-23.562411007714505,-46.66465308304766,Sao Paulo,SP
01414,-23.56032011201428,-46.664248344795425,Sao Paulo,SP
01415,-23.557061404360073,-46.661346303689655,Sao Paulo,SP
01416,-23.56130561920034,-46.66770847197512,Sao Paulo,SP
01417,-23.552586331915855,-46.62704697483209,Sao Paulo,SP
01418,-23.56640122364736,-46.65238933301679,Sao Paulo,SP
01419,-23.56371573846623,-46.65574409232211,Sao Paulo,SP
01420,-23.563549193165926,-46.65774176782782,Sao Paulo,SP
01421,-23.562949475308155,-46.660599024334125,Sao Paulo,SP
01422,-23.56399063392532,-46.66109255280648,Sao Paulo,SP
01423,-23.56916811631038,-46.65740614455071,Sao Paulo,SP
01424,-23.567711976947297,-46.66173364253699,Sao Paulo,SP
01425,-23.572837970145184,-46.659234947512424,Sao Paulo,SP
01426,-23.565476064930532,-46.66648671871091,Sao Paulo,SP
01427,-23.570931910984548,-46.66421632951131,Sao Paulo,SP
01428,-23.57388645298505,-46.66249529865479,Sao Paulo,SP
01429,-23.57654049111893,-46.662838807879865,Sao Paulo,SP
01430,-23.68819140103468,-46.65951253128811,Sao Paulo,SP
01431,-23.634544623098908,-46.66369560512664,Sao Paulo,SP
01432,-23.576546426787797,-46.6657178615343,Sao Paulo,SP
01433,-23.578553463727257,-46.6683400138493,Sao Paulo,SP
01434,-23.57530520853306,-46.67177600421405,Sao Paulo,SP
01435,-23.57951297149201,-46.67005980367965,Sao Paulo,SP
01436,-23.57245538592821,-46.66798871616942,Sao Paulo,SP
01437,-23.5721412540443,-46.67150329618942,Sao Paulo,SP
01438,-23.569713527958854,-46.672178342215375,Sao Paulo,SP
01439,-23.566289488092035,-46.673571417782284,Sao Paulo,SP
01440,-23.568117450490668,-46.67811068937205,Sao Paulo,SP
01441,-23.572255657882376,-46.68584955063061,Sao Paulo,SP
01442,-23.569174563537135,-46.68178916472229,Sao Paulo,SP
01443,-23.56861062234491,-46.684704509316845,Sao Paulo,SP
01444,-23.573235541829785,-46.68752695447545,Sao Paulo,SP
01445,-23.571796772474606,-46.687847363755665,Sao Paulo,SP
01446,-23.57555631780954,-46.67578238597563,Sao Paulo,SP
01447,-23.572849126824135,-46.678860660738785,Sao Paulo,SP
01448,-23.577942110507887,-46.679454529838985,Sao Paulo,SP
01449,-23.57627703208717,-46.68019669591213,Sao Paulo,SP
01450,-23.57630893024218,-46.68521801947601,Sao Paulo,SP
01451,-23.57803920038099,-46.6865788067161,Sao Paulo,SP
01452,-23.57857388299186,-46.68877948597523,Sao Paulo,SP
01453,-23.583724833573584,-46.68615882337795,Sao Paulo,SP
01454,-23.582905734254833,-46.687376561884584,Sao Paulo,SP
01455,-23.580483305702835,-46.69123733520309,Sao Paulo,SP
01456,-23.576514127649784,-46.69117717493797,Sao Paulo,SP
01457,-23.574854293988327,-46.69281800198814,Sao Paulo,SP
01472,-23.57054369248079,-46.69129667943905,Sao Paulo,SP
01489,-23.57664998889148,-46.68740004775216,Sao Paulo,SP
01501,-23.55251976980926,-46.635547998881385,Sao Paulo,SP
01502,-23.554403252583064,-46.635409486590675,Sao Paulo,SP
01503,-23.558229674291965,-46.63702582659861,Sao Paulo,SP
01504,-23.567009825101955,-46.639497693566994,Sao Paulo,SP
01505,-23.55526761118644,-46.63182476204627,Sao Paulo,SP
01506,-23.55911726124465,-46.6350922514345,Sao Paulo,SP
01507,-23.558160046336024,-46.631672959952866,Sao Paulo,SP
01508,-23.561410470038876,-46.636172985504075,Sao Paulo,SP
01509,-23.566832066404487,-46.63584489702725,Sao Paulo,SP
01510,-23.557409090365354,-46.633565209989705,Sao Paulo,SP
01511,-23.561293924034008,-46.63305882665812,Sao Paulo,SP
01512,-23.553656036886174,-46.629636040530315,Sao Paulo,SP
01513,-23.548522160769153,-46.60450558904148,Sao Paulo,SP
01514,-23.555379893183947,-46.628857847576874,Sao Paulo,SP
01516,-23.55855740893871,-46.61713633276943,Sao Paulo,SP
01517,-23.559987904798337,-46.62439051996171,Sao Paulo,SP
01518,-23.559443711700744,-46.62357347648088,Sao Paulo,SP
01519,-23.56079071597131,-46.62521368905546,Sao Paulo,SP
01520,-23.55999397935776,-46.61977157814168,Sao Paulo,SP
01521,-23.561301059988065,-46.620353465576,Sao Paulo,SP
01522,-23.560871853164162,-46.61662910534733,Sao Paulo,SP
01523,-23.564345049807727,-46.616993683128364,Sao Paulo,SP
01524,-23.56886940560332,-46.6096135884112,Sao Paulo,SP
01525,-23.564073565029716,-46.634878447202176,Sao Paulo,SP
01526,-23.565399590302142,-46.63109191570508,Sao Paulo,SP
01527,-23.562680141983,-46.628591712171755,Sao Paulo,SP
01528,-23.56458292348448,-46.62680776724283,Sao Paulo,SP
01529,-23.56837362931945,-46.63447079473963,Sao Paulo,SP
01530,-23.569501343500534,-46.6315328589168,Sao Paulo,SP
01531,-23.570673884251654,-46.632504906302586,Sao Paulo,SP
01532,-23.570997714203987,-46.63587379922028,Sao Paulo,SP
01533,-23.571130225404286,-46.63821483181699,Sao Paulo,SP
01534,-23.568431190212113,-46.626458730371816,Sao Paulo,SP
01535,-23.572312600634277,-46.62506846690141,Sao Paulo,SP
01536,-23.569612117417815,-46.623493993750614,Sao Paulo,SP
01537,-23.570684649673723,-46.6223617936767,Sao Paulo,SP
01538,-23.578809901563513,-46.62421002988477,Sao Paulo,SP
01539,-23.57087584277023,-46.620464698142726,Sao Paulo,SP
01540,-23.565801649688755,-46.623054332586484,Sao Paulo,SP
01541,-23.56943788150824,-46.618519585794495,Sao Paulo,SP
01542,-23.570952878585246,-46.62456691443145,Sao Paulo,SP
01543,-23.57237801046583,-46.6254053693628,Sao Paulo,SP
01544,-23.577124957374096,-46.621762815518636,Sao Paulo,SP
01545,-23.58062205235887,-46.61852873530774,Sao Paulo,SP
01546,-23.57939661507366,-46.621894994144,Sao Paulo,SP
01547,-23.582894774992642,-46.62118115690777,Sao Paulo,SP
01548,-23.577077266282803,-46.613441560141695,Sao Paulo,SP
01549,-23.57663446425778,-46.615841451339506,Sao Paulo,SP
01550,-23.573438663564385,-46.616252885287196,Sao Paulo,SP
01551,-23.572547440143047,-46.61254488181933,Sao Paulo,SP
01552,-23.569869620579357,-46.61149860565883,Sao Paulo,SP
01553,-23.574567143515043,-46.6089904532793,Sao Paulo,SP
02009,-23.515799103830265,-46.64113909097136,Sao Paulo,SP
02010,-23.5086103775963,-46.62632629566373,Sao Paulo,SP
02011,-23.5052591619343,-46.62682995425014,Sao Paulo,SP
02012,-23.512200220591897,-46.631960966953564,Sao Paulo,SP
02013,-23.50225798937993,-46.63312447104625,Sao Paulo,SP
02016,-23.50575771772696,-46.62426584574739,Sao Paulo,SP
02017,-23.500866856450383,-46.634812021590626,Sao Paulo,SP
02018,-23.495570880809254,-46.62970223827081,Sao Paulo,SP
02019,-23.498403490825535,-46.62992132342347,Sao Paulo,SP
02020,-23.496624662919192,-46.6330588082965,Sao Paulo,SP
02021,-23.498261292557494,-46.635460753775774,Sao Paulo,SP
02022,-23.50410125721163,-46.63829319412561,Sao Paulo,SP
02028,-23.508231522267653,-46.6178196596581,Sao Paulo,SP
02029,-23.508385015787166,-46.61826528713893,Sao Paulo,SP
02030,-23.505871338521406,-46.62468256911272,Sao Paulo,SP
02031,-23.51070749353329,-46.62592816602212,Sao Paulo,SP
02032,-23.511068260729207,-46.62384982222437,Sao Paulo,SP
02033,-23.499831485760744,-46.61474243098405,Sao Paulo,SP
02034,-23.50377600364244,-46.62406442241877,Sao Paulo,SP
02035,-23.496589946807156,-46.6229360117536,Sao Paulo,SP
02036,-23.50160944178112,-46.62082010470557,Sao Paulo,SP
02037,-23.499778165479007,-46.62037848684694,Sao Paulo,SP
02038,-23.495258298405655,-46.624001219170424,Sao Paulo,SP
02039,-23.4928964258801,-46.621700061959096,Sao Paulo,SP
02040,-23.48996976536854,-46.62212787901506,Sao Paulo,SP
02041,-23.49158257108473,-46.624198749487654,Sao Paulo,SP
02042,-23.49436867952203,-46.61622927697678,Sao Paulo,SP
02043,-23.490089078952916,-46.616102338527476,Sao Paulo,SP
02044,-23.495934060581195,-46.61886540645183,Sao Paulo,SP
02045,-23.496060615084023,-46.61639620812608,Sao Paulo,SP
02046,-23.49276978346746,-46.61183759364892,Sao Paulo,SP
02047,-23.517709186245636,-46.61709040463799,Sao Paulo,SP
02049,-23.514166590335094,-46.61736559414439,Sao Paulo,SP
02050,-23.51716017027812,-46.6122474977783,Sao Paulo,SP
02051,-23.511720457124188,-46.60860973177694,Sao Paulo,SP
02052,-23.512974466155033,-46.607783784796915,Sao Paulo,SP
02053,-23.515518634357388,-46.604112574841835,Sao Paulo,SP
02054,-23.51734255004893,-46.606995671141156,Sao Paulo,SP
02055,-23.514351660437352,-46.60603943195834,Sao Paulo,SP
02056,-23.51255224686218,-46.602539457675704,Sao Paulo,SP
02060,-23.51884081883105,-46.60327522988799,Sao Paulo,SP
02064,-23.51744823124662,-46.59892718527533,Sao Paulo,SP
02065,-23.507872095747157,-46.60541572079747,Sao Paulo,SP
02066,-23.507840484939948,-46.606296593992006,Sao Paulo,SP
02067,-23.50685702694346,-46.60320391152097,Sao Paulo,SP
02068,-23.50556608820062,-46.61217657586375,Sao Paulo,SP
02069,-23.505760108905914,-46.61392443901507,Sao Paulo,SP
02071,-23.504667311613776,-46.60546916827984,Sao Paulo,SP
02072,-23.49999195177041,-46.603212899476965,Sao Paulo,SP
02073,-23.501799517463255,-46.60723347018064,Sao Paulo,SP
02074,-23.504964024565304,-46.600995494947085,Sao Paulo,SP
02075,-23.505350658502802,-46.60201093145705,Sao Paulo,SP
02076,-23.504383139161035,-46.599128767880934,Sao Paulo,SP
02077,-23.502446416870114,-46.59719025523943,Sao Paulo,SP
02078,-23.50199905501604,-46.596958843843645,Sao Paulo,SP
02079,-23.499123554670856,-46.60638467988191,Sao Paulo,SP
02080,-23.497670419903162,-46.605361571706716,Sao Paulo,SP
02081,-23.495841332603625,-46.60469932466566,Sao Paulo,SP
02082,-23.494544380783452,-46.60680141406355,Sao Paulo,SP
02083,-23.49485049868296,-46.59811142507812,Sao Paulo,SP
02084,-23.49730989439956,-46.59970886476793,Sao Paulo,SP
02085,-23.49766044813664,-46.6128047353366,Sao Paulo,SP
02088,-23.50424025971884,-46.620742066583865,Sao Paulo,SP
02089,-23.51709448459233,-46.616673100755904,Sao Paulo,SP
02110,-23.518559499495694,-46.595694250170595,Sao Paulo,SP
02111,-23.517749636363398,-46.5930615424946,Sao Paulo,SP
02112,-23.51855120445731,-46.59165965504038,Sao Paulo,SP
02113,-23.519785370426266,-46.59082866106639,Sao Paulo,SP
02114,-23.52223472626046,-46.59064016027119,Sao Paulo,SP
02115,-23.526670927329572,-46.59132620025062,Sao Paulo,SP
02116,-23.520355889624785,-46.585398449670926,Sao Paulo,SP
02117,-23.519285369090202,-46.593241441516156,Sao Paulo,SP
02118,-23.515209527551974,-46.59289291334108,Sao Paulo,SP
02119,-23.51274874696445,-46.59211946185447,Sao Paulo,SP
02120,-23.51109344405943,-46.59375480706816,Sao Paulo,SP
02121,-23.51228410219982,-46.589796366645416,Sao Paulo,SP
02122,-23.512021534614334,-46.58436042412898,Sao Paulo,SP
02123,-23.511781851909287,-46.57937987287666,Sao Paulo,SP
02124,-23.507017694441476,-46.576761861116466,Sao Paulo,SP
02125,-23.509891223279226,-46.586855914958925,Sao Paulo,SP
02126,-23.50704149807897,-46.59170973663709,Sao Paulo,SP
02127,-23.504359862383936,-46.58759443238645,Sao Paulo,SP
02128,-23.50502510152527,-46.59391286200018,Sao Paulo,SP
02129,-23.50374245468447,-46.58846429209968,Sao Paulo,SP
02130,-23.50828505091864,-46.58372940136623,Sao Paulo,SP
02131,-23.504182049497885,-46.58239767366286,Sao Paulo,SP
02132,-23.501164480769855,-46.577658808786,Sao Paulo,SP
02133,-23.499359488595793,-46.58490425284727,Sao Paulo,SP
02134,-23.49861296409909,-46.579954919145344,Sao Paulo,SP
02135,-23.498029299353107,-46.58468649237066,Sao Paulo,SP
02136,-23.498464641240208,-46.581737962665876,Sao Paulo,SP
02137,-23.49795326926181,-46.57611869717361,Sao Paulo,SP
02138,-23.493507362221692,-46.57454591156251,Sao Paulo,SP
02139,-23.49046826593474,-46.57353020032567,Sao Paulo,SP
02141,-23.488947794062646,-46.57084114066289,Sao Paulo,SP
02142,-23.510198710701715,-46.576717815473344,Sao Paulo,SP
02143,-23.506852518960265,-46.57483079612571,Sao Paulo,SP
02144,-23.503483413343588,-46.57074387952696,Sao Paulo,SP
02145,-23.502141881153726,-46.56601770663338,Sao Paulo,SP
02146,-23.50095702331352,-46.57088226395057,Sao Paulo,SP
02147,-23.498361926574916,-46.565166700263546,Sao Paulo,SP
02150,-23.493812102797325,-46.56851470466655,Sao Paulo,SP
02151,-23.4970107543763,-46.569499892339785,Sao Paulo,SP
02152,-23.497220155451444,-46.57222725583233,Sao Paulo,SP
02161,-23.48979093156215,-46.56906448686085,Sao Paulo,SP
02162,-23.49065321384101,-46.56283078535538,Sao Paulo,SP
02166,-23.525214515169505,-46.58404671758702,Sao Paulo,SP
02167,-23.52139045298937,-46.58127078505225,Sao Paulo,SP
02168,-23.52042989230365,-46.57948109243975,Sao Paulo,SP
02169,-23.556203589655244,-46.63118879835788,Sao Paulo,SP
02170,-23.525687764525394,-46.577164781576165,São Paulo,SP
02174,-23.52290193575336,-46.57250967065189,Sao Paulo,SP
02175,-23.51560934543887,-46.57503636242286,Sao Paulo,SP
02176,-23.513621844513686,-46.573047612227846,Sao Paulo,SP
02177,-23.50873433614695,-46.5585298971563,Sao Paulo,SP
02178,-23.521473212962196,-46.570454874997075,Sao Paulo,SP
02179,-23.52163556844921,-46.56810780096227,Sao Paulo,SP
02180,-23.51922782191558,-46.56589415594678,Sao Paulo,SP
02181,-23.51938713392292,-46.56268255533698,Sao Paulo,SP
02185,-23.51476952258589,-46.567834493467096,Sao Paulo,SP
02186,-23.51492673714101,-46.56949311393472,Sao Paulo,SP
02187,-23.516118694979756,-46.56487718583202,Sao Paulo,SP
02188,-23.509310995361286,-46.56681953429596,Sao Paulo,SP
02189,-23.50779988597149,-46.56756811525589,Sao Paulo,SP
02190,-23.507141495348762,-46.5641381960874,Sao Paulo,SP
02201,-23.486125016437516,-46.59164971517122,Sao Paulo,SP
02202,-23.492969000837952,-46.594981119764334,Sao Paulo,SP
02203,-23.49185718337037,-46.59156304840432,Sao Paulo,SP
02204,-23.487393114202472,-46.59218106943223,Sao Paulo,SP
02205,-23.48754471538907,-46.590723731720075,Sao Paulo,SP
02206,-23.484390181971253,-46.59442948995902,Sao Paulo,SP
02207,-23.485995992524693,-46.58796395863663,Sao Paulo,SP
02208,-23.483113658474977,-46.589287134438855,Sao Paulo,SP
02209,-23.485284707372628,-46.58499327799779,Sao Paulo,SP
02210,-23.483121778044687,-46.58186815522609,Sao Paulo,SP
02211,-23.497420334842065,-46.59373846785861,Sao Paulo,SP
02212,-23.49545409807267,-46.589194330397135,Sao Paulo,SP
02213,-23.496549387752914,-46.588468666300734,Sao Paulo,SP
